机构名称,聚类结果,领域数量,投资次数,投资总额,所投公司存活时间,所投公司创业人数,所投公司管理层毕业于世界500强大学占比,所投公司在一线城市占比,所投公司在二线城市占比,金融占比,旅游占比,硬件占比,汽车交通占比,企业服务占比,本地生活占比,电子商务占比,教育占比,广告营销占比,游戏占比,文化娱乐体育占比,医疗健康占比,房产服务占比,SNS社交网络占比,移动互联网占比,工具软件占比,未知领域占比
创新工场,6,1.0,0.44768856447688565,0.059119671965831844,0.06946067277535208,0.2347826086956522,0.25,0.875,0.05434782608695652,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Contour Venture Partners,2,0.125,0.004866180048661801,8.748900601114885E-4,0.23762376237623764,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Google Ventures谷歌投资,6,1.0,0.17274939172749393,0.12050928413335306,0.18712273641851107,0.008450704225352112,0.028169014084507043,0.028169014084507043,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
今日投资何伯权,3,0.0625,0.004866180048661801,4.133595809395914E-4,0.019094766619519095,0.5,0.5,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
安思晟投资ACEON,1,0.4375,0.029197080291970802,6.43882723740804E-4,0.051980198019801985,0.26666666666666666,0.25,0.8333333333333334,0.0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0
NEA恩颐投资,6,0.9375,0.145985401459854,0.08766182762242783,0.21173974540311175,0.07333333333333333,0.15,0.11666666666666667,0.08333333333333333,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Mustang Ventures愈奇创投,12,0.0625,0.009732360097323601,0.001992713571171136,0.2842998585572843,0.1,0.0,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
熙金资本Zhong Capital,9,0.125,0.0072992700729927005,0.005994721943907611,0.08486562942008487,0.4666666666666667,0.6666666666666666,0.6666666666666666,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
海银资本,1,0.5625,0.0267639902676399,0.002534621149749651,0.04088980326604089,0.2363636363636364,0.36363636363636365,1.0,0.0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0
AA投资,0,0.125,0.0072992700729927005,2.2504638888246593E-4,0.026874115983026872,0.26666666666666666,0.0,0.6666666666666666,0.3333333333333333,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
和君资本,13,0.3125,0.0170316301703163,0.0014690528163098459,0.06183067286320469,0.17142857142857143,0.2857142857142857,1.0,0.0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0
Union Grove Venture Partners,10,0.125,0.0072992700729927005,0.0672435342119703,0.297029702970297,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
北信源,11,0.125,0.0072992700729927005,0.002212956157344248,0.3210749646393211,0.13333333333333333,0.0,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
天使投资人吴宵光,1,0.3125,0.0170316301703163,0.0012569347173460707,0.06728632046878158,0.2857142857142857,0.2857142857142857,1.0,0.0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
Lerer Hippeau Ventures,8,0.25,0.014598540145985401,0.0024044597570410976,0.1181046676096181,0.03333333333333333,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
顺为基金,6,0.875,0.22384428223844283,0.09694660556847604,0.12333189840723204,0.2608695652173913,0.30434782608695654,0.6956521739130435,0.14130434782608695,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0
Bezos Expeditions,10,0.1875,0.0072992700729927005,0.0044488457138322285,0.27015558698727016,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
Rocket Internet,9,0.1875,0.021897810218978103,0.057584836699133696,0.27864214992927866,0.0,0.0,0.0,0.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Creandum,11,0.3125,0.019464720194647202,0.0027469142848061704,0.10555162659123056,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
Silicon Valley Bank,7,0.5625,0.0413625304136253,0.010447286471168762,0.156502204842333,0.011764705882352941,0.0,0.0,0.0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0
Shasta Ventures,6,0.6875,0.06082725060827251,0.024477678069554597,0.18263083451202264,0.008,0.04,0.0,0.0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0
Nyca Partners,9,0.0625,0.0072992700729927005,0.004959694218319095,0.24045261669024046,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
新天域资本,14,0.5,0.0267639902676399,0.014606055858002061,0.18747589044618748,0.34545454545454546,0.36363636363636365,0.8181818181818182,0.18181818181818182,1,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0
秉鸿资本,12,0.3125,0.021897810218978103,0.0013455898668597443,0.2338519566242339,0.11111111111111112,0.2222222222222222,1.0,0.0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
360 Capital Partners,8,0.125,0.004866180048661801,8.850338010439767E-4,0.09971711456859972,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OrbiMed Advisors,2,0.125,0.0072992700729927005,0.00515808198705186,0.6265912305516266,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Hyde Park Venture Partners,11,0.1875,0.009732360097323601,0.001964038910454362,0.13154172560113156,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
VANGOO盘古创富,14,0.375,0.021897810218978103,0.009078722024808018,0.17303158887317305,0.28888888888888886,0.5555555555555556,0.8888888888888888,0.0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0
Golden Venture Partners,0,0.25,0.014598540145985401,0.001228020288455808,0.1838755304101839,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0
Valiant Capital Partners,9,0.1875,0.0072992700729927005,0.011465821093910086,0.28288543140028294,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
BoxGroup,0,0.3125,0.014598540145985401,0.0017717444803246384,0.08345120226308346,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0
江苏高科技投资/邦盛资本,13,0.1875,0.0072992700729927005,0.003375695833236989,0.33804809052333806,0.2,0.0,0.6666666666666666,0.3333333333333333,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
Bain Capital Ventures,2,0.25,0.0340632603406326,0.01946382399037146,0.18185492018589614,0.0,0.0,0.0,0.0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
SoftTech VC,10,0.4375,0.046228710462287104,0.005942280495748014,0.14449490061788134,0.0,0.0,0.0,0.0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0
长江国弘投资,12,0.25,0.012165450121654502,0.00685290634172571,0.37510608203677515,0.36,0.6,1.0,0.0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
Blackberry,2,0.1875,0.009732360097323601,0.03602467709044614,0.3150636492220651,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Austin Ventures,2,0.25,0.0170316301703163,0.0062333436935834395,0.221256819559507,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0
Ardent Capital,3,0.0625,0.0072992700729927005,6.08573145372631E-4,0.04809052333804809,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
米仓资本,6,0.625,0.04866180048661801,0.0023692383718397097,0.04773691654879774,0.16,0.2,0.3,0.7,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0
联新资本,3,0.125,0.004866180048661801,0.013127706018143847,0.557991513437058,0.0,0.0,0.5,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
凤凰新媒体,12,0.0625,0.009732360097323601,0.008867933262354542,0.05940594059405941,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Investor Growth Capital,11,0.125,0.009732360097323601,0.003749528829049236,0.4582743988684583,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Scottish Equity Partners,2,0.125,0.004866180048661801,8.954108213124074E-4,0.25671852899575676,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Ribbit Capital,11,0.125,0.019464720194647202,0.006815833324853158,0.18776520509193778,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Benchmark Capital,6,0.625,0.06569343065693431,0.04567439087870229,0.18796165330818798,0.014814814814814814,0.07407407407407407,0.0,0.0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0
春晓资本,8,0.1875,0.012165450121654502,0.005532390393360621,0.11117397454031118,0.27999999999999997,0.2,1.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
GREE Ventures/Gree,8,0.4375,0.021897810218978103,0.0057202323945410236,0.12022630834512023,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0
Connect Ventures,4,0.1875,0.0072992700729927005,3.2627506768166014E-4,0.10891089108910892,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
AirTree Ventures,2,0.125,0.004866180048661801,4.999371772065648E-4,0.34582743988684583,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
贝塔斯曼亚洲投资基金/Betafund,6,0.8125,0.13381995133819952,0.09632106031526251,0.10345891732030346,0.3381818181818182,0.2727272727272727,0.8363636363636363,0.07272727272727272,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
IFC国际金融公司,3,0.125,0.0072992700729927005,0.004642273788346673,0.20509193776520512,0.26666666666666666,0.6666666666666666,0.6666666666666666,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
松树资本,11,0.125,0.004866180048661801,4.6884664350513734E-4,0.24611032531824611,0.5,0.0,0.5,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
深大通,12,0.125,0.004866180048661801,0.03883925594796558,0.2524752475247525,0.1,0.0,0.5,0.5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
国富源投资,1,0.5625,0.043795620437956206,6.170021828527608E-4,0.04644035832154644,0.16666666666666669,0.05555555555555555,1.0,0.0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0
朗姿股份,3,0.125,0.0072992700729927005,0.024827239521640954,0.4823196605374824,0.33333333333333337,0.6666666666666666,0.6666666666666666,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Revolution Growth,8,0.1875,0.009732360097323601,0.010534390519709759,0.3734087694483734,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
启明星辰,0,0.0625,0.0072992700729927005,0.007614069490523431,0.6308345120226309,0.13333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
263网络通信,0,0.0625,0.004866180048661801,6.51424903418908E-4,0.09547383309759548,0.2,0.0,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
巨人网络,5,0.125,0.0072992700729927005,0.0038070347452617156,0.10042432814710044,0.2,0.0,0.6666666666666666,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
WPP集团,3,0.125,0.012165450121654502,0.0037159580966036666,0.3487977369165488,0.2,0.2,0.4,0.2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
鼎晟天平投资,3,0.4375,0.029197080291970802,7.501546296082198E-4,0.03323903818953324,0.3,0.25,0.8333333333333334,0.16666666666666666,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0
同威创投,3,0.25,0.0170316301703163,0.003263172638795756,0.1157809658516872,0.2571428571428572,0.0,1.0,0.0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
Cherubic Ventures心元资本,6,0.875,0.0705596107055961,0.0031073731362956194,0.06569770277520363,0.2,0.2413793103448276,0.7586206896551724,0.0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0
新华都,12,0.0625,0.0072992700729927005,0.0057386829165028816,0.15841584158415845,0.0,0.0,0.6666666666666666,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
贵阳朗玛信息,12,0.1875,0.012165450121654502,0.012827644166300558,0.16633663366336635,0.2,0.2,0.8,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
International Finance Corporation,2,0.125,0.004866180048661801,9.671403725722236E-4,0.19943422913719944,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
国光电器,10,0.0625,0.004866180048661801,7.970392939587335E-4,0.12093352192362093,0.1,0.0,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中兴合创/中兴通讯,13,0.375,0.021897810218978103,0.00638018702494522,0.25082508250825086,0.17777777777777776,0.2222222222222222,1.0,0.0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0
AngelVest天使谷,13,0.4375,0.029197080291970802,6.617991356063805E-4,0.0533946251768034,0.25,0.08333333333333333,0.9166666666666666,0.0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0
国科嘉和,13,0.4375,0.0267639902676399,0.005392252756739542,0.15275813295615276,0.21818181818181817,0.09090909090909091,0.6363636363636364,0.36363636363636365,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0
泰山兄弟创始基金TXD Ventures,3,0.1875,0.009732360097323601,5.35259708250927E-4,0.015912305516265914,0.2,0.25,1.0,0.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
链家地产,12,0.0625,0.014598540145985401,0.00590746770816473,0.599009900990099,0.1,0.16666666666666666,0.5,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
三五互联,5,0.125,0.004866180048661801,0.019035173726308578,0.13578500707213578,0.2,0.0,0.5,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
盈信投资集团,13,0.125,0.009732360097323601,0.0029756133641188564,0.121994342291372,0.2,0.0,0.5,0.25,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Battery Ventures,7,0.625,0.08029197080291971,0.03009148634784053,0.19994856628519997,0.006060606060606061,0.0,0.0,0.0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0
科达股份/科达集团,10,0.125,0.012165450121654502,0.05524888847064539,0.3683168316831683,0.08,0.2,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
源政投资杨向阳,3,0.125,0.004866180048661801,3.438208718975161E-4,0.019094766619519095,0.2,0.0,0.5,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
华登国际投资,12,0.375,0.0170316301703163,0.007010218456020989,0.24126086077995554,0.17142857142857143,0.5714285714285714,0.5714285714285714,0.14285714285714285,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0
Atlantic Bridge,2,0.1875,0.014598540145985401,0.0050985656564320305,0.21145685997171149,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Snapdeal,3,0.0625,0.004866180048661801,0.0011275555483775412,0.08062234794908063,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
艾格拉斯,5,0.0625,0.004866180048661801,0.0011252319444123296,0.10608203677510608,0.2,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
百视通,12,0.125,0.0072992700729927005,0.022675721966154905,0.4002828854314003,0.26666666666666666,1.0,1.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
数元创投-宇海数园,9,0.125,0.004866180048661801,4.6884664350513734E-4,0.07213578500707214,0.3,0.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Claremont Creek Ventures,2,0.125,0.004866180048661801,9.225031246073518E-4,0.26732673267326734,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Coatue Management,0,0.3125,0.024330900243309004,0.1127239301939564,0.2813295615275813,0.18,0.1,0.4,0.0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
Secret Escapes,9,0.0625,0.004866180048661801,1.1252319444123296E-4,0.11881188118811882,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
光速安振/光速创投,6,0.9375,0.16058394160583941,0.059245336875879025,0.08917320303458919,0.3393939393939394,0.5,0.9545454545454546,0.030303030303030304,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
深圳点石投资,5,0.1875,0.014598540145985401,0.0019941610570355997,0.06294200848656295,0.13333333333333333,0.16666666666666666,0.8333333333333334,0.16666666666666666,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
力鼎资本,12,0.1875,0.012165450121654502,0.007098338182667779,0.18925035360678927,0.2,0.0,1.0,0.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
MasterCard Worldwide,9,0.125,0.004866180048661801,0.0010395519081596823,0.1485148514851485,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
基因资本,13,0.1875,0.012165450121654502,0.013309344709384033,0.22574257425742578,0.24,0.4,1.0,0.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
盛大资本,6,0.8125,0.15571776155717762,0.05302114368991758,0.11271216407355021,0.24375,0.1875,0.765625,0.125,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0
Sapphire Ventures,11,0.1875,0.014598540145985401,0.018442126981397727,0.2630834512022631,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
康恩贝,12,0.125,0.004866180048661801,0.011083534652461447,0.4285714285714286,0.1,0.0,0.5,0.5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
银杏谷投资,1,0.5,0.031630170316301706,0.0064382021086125465,0.044391252312044396,0.23076923076923075,0.23076923076923078,0.46153846153846156,0.46153846153846156,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0
Arbor Ventures,11,0.1875,0.009732360097323601,7.629425418345631E-4,0.14002828854314003,0.15,0.25,0.0,0.25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
天堂硅谷,14,0.3125,0.021897810218978103,0.0031068904243002947,0.32578972182932575,0.2,0.3333333333333333,0.6666666666666666,0.3333333333333333,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0
正源资本/正源策略,9,0.1875,0.0072992700729927005,0.0010023604231172486,0.38755304101838756,0.06666666666666667,0.0,0.6666666666666666,0.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
QED Investors,11,0.125,0.0072992700729927005,0.0037792869943591508,0.1272984441301273,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
泰有投资,9,0.1875,0.0072992700729927005,2.5786565392782554E-4,0.060820367751060825,0.06666666666666667,0.3333333333333333,1.0,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
兰馨亚洲,13,0.375,0.024330900243309004,0.018983409803069905,0.17482319660537485,0.36,0.3,0.9,0.1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0
HV Holtzbrinck Ventures,7,0.3125,0.0170316301703163,0.003421976310539988,0.09638310769852497,0.0,0.0,0.0,0.0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
Nippon Venture Capital,2,0.125,0.004866180048661801,1.4283919348758996E-4,0.157001414427157,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Bay Partners,11,0.125,0.004866180048661801,0.0024467824810436717,0.4582743988684583,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Cedar Fund,2,0.125,0.0072992700729927005,0.0015831343944874552,0.22489391796322492,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
联发科MTK,3,0.125,0.0072992700729927005,0.00505051919009891,0.2814710042432815,0.4666666666666667,0.6666666666666666,0.6666666666666666,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
住友商事亚洲资本,14,0.25,0.021897810218978103,0.0034605957086748435,0.17633191890617633,0.24444444444444446,0.2222222222222222,0.5555555555555556,0.0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
Ovo Fund,2,0.125,0.004866180048661801,3.1345267459776684E-4,0.07001414427157002,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
墨池山创投,3,0.25,0.014598540145985401,5.719929050762676E-4,0.04101838755304102,0.1,0.0,1.0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
Tiger Global Management,6,0.6875,0.09732360097323602,0.19041293694069444,0.2355021216407355,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0
MK Capital,5,0.125,0.0072992700729927005,0.001606940926735387,0.5728429985855729,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
杭州盈动投资Incapital,6,0.75,0.10462287104622871,0.008027500961275441,0.06641228906943851,0.23255813953488375,0.18604651162790697,0.3488372093023256,0.6511627906976745,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0
上海融翼资本,13,0.375,0.031630170316301706,9.692622943333693E-4,0.15961266456315962,0.23076923076923075,0.0,0.7692307692307693,0.15384615384615385,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
Slow Ventures,6,0.5625,0.0413625304136253,0.003448608697163415,0.06339961727265164,0.0,0.0,0.0,0.0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0
普思投资-王思聪,6,0.625,0.0364963503649635,0.06937809659836955,0.24893917963224893,0.3066666666666667,0.4666666666666667,0.6666666666666666,0.0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0
Iconiq Capital,11,0.375,0.024330900243309004,0.04197885186385283,0.2898161244695898,0.02,0.1,0.0,0.0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0
联创策源,6,0.9375,0.22141119221411193,0.05144541085905425,0.06812565086963955,0.24835164835164836,0.24175824175824176,0.8681318681318682,0.04395604395604396,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
Marker llc,13,0.125,0.0072992700729927005,0.0034451453095855015,0.1768033946251768,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Priceline,9,0.125,0.009732360097323601,0.43446921352475276,0.7807637906647807,0.45,0.75,0.75,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
苏宁云商/苏宁电器,3,0.1875,0.014598540145985401,0.06403936654213724,0.38472418670438474,0.4333333333333333,0.5,0.8333333333333334,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
创新谷Innovalley,6,0.875,0.05596107055961071,8.382977985871856E-4,0.03062542279072628,0.2260869565217391,0.30434782608695654,0.8695652173913043,0.043478260869565216,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0
雷军-顺为创业,6,0.6875,0.072992700729927,0.003757346511941904,0.05657708628005658,0.18,0.23333333333333334,0.9333333333333333,0.0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0
GSV Capital,10,0.3125,0.021897810218978103,0.009232966756822829,0.2380952380952381,0.0,0.0,0.0,0.0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
First Round Capital,6,0.75,0.11435523114355231,0.03297463441320846,0.16675193355201784,0.0,0.0,0.0,0.0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0
Phenomen Ventures,8,0.125,0.0072992700729927005,0.00603098816947602,0.10749646393210749,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Structure Capital,13,0.375,0.014598540145985401,7.707364815267875E-4,0.1181046676096181,0.0,0.0,0.0,0.0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0
蓝山中国资本,12,0.1875,0.0072992700729927005,0.0010615297509592866,0.07779349363507779,0.4,0.3333333333333333,1.0,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
用友幸福投资/用友,14,0.4375,0.0340632603406326,0.008680688728073928,0.15609213982622752,0.22857142857142856,0.2857142857142857,0.7857142857142857,0.0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0
互联网电影集团IFG,5,0.1875,0.0072992700729927005,2.531771874927742E-4,0.06647807637906648,0.26666666666666666,0.3333333333333333,1.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
老虎基金中国投资,1,0.5,0.0535279805352798,0.25665425640957656,0.2524752475247525,0.35454545454545455,0.45454545454545453,0.8181818181818182,0.09090909090909091,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0
红点投资Redpoint Ventures,6,0.9375,0.15085158150851583,0.06260756856767333,0.1474882511292604,0.18709677419354837,0.1935483870967742,0.3548387096774194,0.016129032258064516,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
万好万家,5,0.125,0.0072992700729927005,0.05742433689650923,0.28005657708628007,0.2,0.0,0.3333333333333333,0.6666666666666666,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Crosslink Capital,11,0.1875,0.014598540145985401,0.002724913931103887,0.14780763790664783,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
博润投资,0,0.125,0.004866180048661801,0.0058136983794637035,0.16760961810466762,0.1,0.0,1.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
海尔投资,8,0.125,0.009732360097323601,0.0014628015277360286,0.11032531824611033,0.25,0.0,0.25,0.75,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
龙渊云腾,5,0.0625,0.004866180048661801,1.1252319444123296E-4,0.21216407355021216,0.3,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
广东弘图广电,5,0.125,0.004866180048661801,0.0011721166087628435,0.1463932107496464,0.2,0.0,0.5,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
丰图投资,3,0.125,0.004866180048661801,0.004969774421154456,0.2630834512022631,0.4,1.0,1.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
达泰资本,7,0.4375,0.021897810218978103,0.004707450973340184,0.1786892975011787,0.28888888888888886,0.1111111111111111,0.7777777777777778,0.0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
Serena Capital,8,0.1875,0.0072992700729927005,0.001370065930868467,0.21923620933521923,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
